,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Quarter
18,JPY,673252000000,None,None,None,None,398044000000,819848000000,None,-242769000000,None,-337617000000,2335157000000,None,None,None,None,331938000000,331938000000,None,None,None,None,3769452000000,None,None,None,149448000000,2020Q2
19,JPY,701762000000,None,None,None,None,411613000000,811224000000,None,-166902000000,None,-461983000000,296379000000,None,None,None,None,11186000000,11186000000,None,None,None,None,-105798000000,None,None,None,63677000000,2020Q1
20,JPY,821316000000,None,None,None,None,409713000000,867014000000,0,0,None,-1197407000000,181208000000,None,None,None,None,285125000000,285125000000,None,None,None,None,-70176000000,None,0,0,763863000000,2019Q4
21,JPY,1159195000000,None,None,None,None,385705000000,918401000000,0,0,None,-888287000000,-155428000000,None,None,None,None,339893000000,339893000000,None,None,None,None,-245846000000,None,0,0,613115000000,2019Q3
22,JPY,908370000000,None,None,None,None,398352000000,998492000000,0,0,None,-410820000000,40646000000,None,None,None,None,344862000000,344862000000,None,None,None,None,-54308000000,None,0,0,701674000000,2019Q2
23,JPY,899827000000,None,None,None,None,470763000000,886478000000,0,-171148000000,None,-2697241000000,-104729000000,None,None,None,None,1000000,1000000,None,None,None,None,-98217000000,None,0,0,484682000000,2019Q1
24,JPY,1040582000000,None,None,None,None,456305000000,930172000000,0,-1157.75,None,-3387.91,-590481000000,None,None,None,None,291895000000,291895000000,None,None,None,None,-151825000000,None,0,0,203100000000,2018Q4
25,JPY,1002172000000,None,None,None,None,451853000000,894504000000,0,-1465016458.20,None,-7124327408.38,-2633000000,None,None,None,None,2562168093.04,2562168093.04,None,None,None,None,-170734000000,None,0,0,613569000000,2018Q3
26,JPY,824016000000,None,None,None,None,413454000000,1027733000000,0,-1505045313.13,None,-9401929753.37,157004000000,None,None,None,None,352912000000,352912000000,None,None,None,None,-128861000000,None,0,0,684236000000,2018Q2
27,JPY,1366128000000,None,None,None,None,453110000000,977290000000,None,-246326000000,None,-7085773643.70,-235352000000,None,None,None,None,623195000000,623195000000,None,None,None,None,-214558000000,None,None,None,502451000000,2018Q1
28,JPY,805625000000,None,None,None,None,446648000000,849345000000,None,-171148000000,None,-973434000000,88228000000,None,None,None,None,297199000000,297199000000,None,None,None,None,15161000000,None,None,None,970686000000,2017Q4
29,JPY,965891000000,None,None,None,None,433657000000,899582000000,None,-171148000000,None,-918532000000,-192289000000,None,None,None,None,2927000000,2927000000,None,None,None,None,-249074000000,None,None,None,481217000000,2017Q3
30,JPY,1072365000000,None,None,None,None,400618000000,872490000000,None,-171148000000,None,-1017778000000,-109722000000,None,None,None,None,329693000000,329693000000,None,None,None,None,653000000,None,None,None,631752000000,2017Q2
31,JPY,1252949000000,None,None,None,None,436207000000,931271000000,None,-68912000000,None,-2969939000000,2002000000,None,None,None,None,1000000,1000000,None,None,None,None,-93874000000,None,None,None,430155000000,2017Q1
32,JPY,586912000000,None,None,None,None,407699000000,819072000000,None,-246326000000,None,-1124284000000,189342000000,None,None,None,None,302805000000,302805000000,None,None,None,None,-104509000000,None,None,None,506825000000,2016Q4
33,JPY,396163000000,None,None,None,None,384755000000,831028000000,None,-246326000000,None,-476216000000,-402026000000,None,None,None,None,3314000000,3314000000,None,None,None,None,-358269000000,None,None,None,410774000000,2016Q3
34,JPY,1178213000000,None,None,None,None,382289000000,960066000000,None,-246326000000,None,-558708000000,-164483000000,None,None,None,None,335368000000,335368000000,None,None,None,None,-147334000000,None,None,None,579231000000,2016Q2
35,JPY,1394984000000,None,None,None,None,396408000000,1010692000000,None,-68912000000,None,-3182544000000,-554439000000,None,None,None,None,704728000000,704728000000,None,None,None,None,-231760000000,None,None,None,450394000000,2016Q1
36,JPY,1108350000000,None,None,None,None,444724000000,994280000000,None,None,None,None,-532336000000,None,None,None,None,312601000000,312601000000,None,None,None,None,-300594000000,None,None,None,663372000000,2015Q4
37,JPY,834148000000,None,None,None,None,403179000000,996571000000,None,None,None,None,753651000000,None,None,None,None,3283000000,3283000000,None,None,None,None,-247817000000,None,None,None,642241000000,2015Q3
38,JPY,1123375000000,None,None,None,None,381526000000,1057673000000,None,None,None,None,-90447000000,None,None,None,None,393352000000,393352000000,None,None,None,None,1998000000,None,None,None,678204000000,2015Q2
39,JPY,1348142000000,None,None,None,None,391439000000,984206000000,None,-110819000000,None,-3813490000000,165338000000,None,None,None,None,158903000000,158903000000,None,None,None,None,6449000000,None,None,None,490936000000,2015Q1
40,JPY,686305000000,None,None,None,None,369403000000,815745000000,None,None,None,None,-38550000000,None,None,None,None,237956000000,237956000000,None,None,None,None,-186278000000,None,None,None,635489000000,2014Q4
41,JPY,775710000000,None,None,None,None,332229000000,761317000000,None,None,None,None,202997000000,None,None,None,None,2891000000,2891000000,None,None,None,None,-168285000000,None,None,None,564297000000,2014Q3
42,JPY,875596000000,None,None,None,None,316004000000,796300000000,None,None,None,None,-23740000000,None,None,None,None,316977000000,316977000000,None,None,None,None,863826000000,None,None,None,617182000000,2014Q2
43,JPY,919024000000,None,None,None,None,336530000000,738099000000,None,-110819000000,None,-4336248000000,264467000000,None,None,None,None,64270000000,64270000000,None,None,None,None,55058000000,None,None,None,366018000000,2014Q1
44,JPY,759923000000,None,None,None,None,319142000000,633671000000,None,None,None,None,80505000000,None,None,None,None,205984000000,205984000000,None,None,None,None,-16998000000,None,None,None,560494000000,2013Q4
45,JPY,937750000000,None,None,None,None,307520000000,663642000000,None,None,None,None,520751000000,None,None,None,None,1934000000,1934000000,None,None,None,None,-19188000000,None,None,None,461165000000,2013Q3
46,JPY,1029338000000,None,None,None,None,287661000000,643279000000,None,None,None,None,53757000000,None,None,None,None,190046000000,190046000000,None,None,None,None,-18872000000,None,None,None,603971000000,2013Q2
47,JPY,705092000000,None,None,None,None,306196000000,631551000000,None,50483000000,None,None,331541000000,None,None,None,None,2018000000,2018000000,None,None,None,None,1131000000,None,None,None,353851000000,2013Q1
48,JPY,506677000000,None,None,None,None,285929000000,500073000000,None,None,None,None,-22670000000,None,None,None,None,95004000000,95004000000,None,None,None,None,-16691000000,None,None,None,122083000000,2012Q4
49,JPY,536856000000,None,None,None,None,259852000000,403485000000,None,None,None,None,71675000000,None,None,None,None,1219000000,1219000000,None,None,None,None,-10727000000,None,None,None,285918000000,2012Q3
50,JPY,702691000000,None,None,None,None,253132000000,439043000000,None,None,None,None,96696000000,None,None,None,None,95004000000,95004000000,None,None,None,None,-16811000000,None,None,None,321630000000,2012Q2
51,JPY,681742000000,None,None,None,None,275995000000,513692000000,None,None,None,None,-246008000000,None,None,None,None,1903000000,1903000000,None,None,None,None,-5087000000,None,None,None,160246000000,2012Q1
52,JPY,281335000000,None,None,None,None,270275000000,326710000000,None,None,None,None,161892000000,None,None,None,None,62714000000,62714000000,None,None,None,None,-3662000000,None,None,None,101723000000,2011Q4
53,JPY,173007000000,None,None,None,None,265347000000,321752000000,None,None,None,None,9042000000,None,None,None,None,1221000000,1221000000,None,None,None,None,-9334000000,None,None,None,103474000000,2011Q3
54,JPY,316351000000,None,None,None,None,256213000000,369928000000,None,None,None,510000000,-280273000000,None,None,None,None,94071000000,94071000000,None,None,None,None,-19365000000,None,None,None,2859000000,2011Q2
55,JPY,589217000000,None,None,None,None,295556000000,434487000000,None,626000000,None,None,106651000000,None,None,None,None,298871000000,298871000000,None,None,None,None,40000000,None,None,None,28569000000,2011Q1
56,JPY,208999000000,None,None,None,None,294776000000,362981000000,None,None,None,None,104686000000,None,None,None,None,62720000000,62720000000,None,None,None,None,-9927000000,None,None,None,110876000000,2010Q4
57,JPY,458707000000,None,None,None,None,292188000000,440895000000,None,None,None,None,-97438000000,None,None,None,None,939000000,939000000,None,None,None,None,-6366000000,None,None,None,115458000000,2010Q3
58,JPY,767086000000,None,None,None,None,293053000000,452828000000,None,None,None,None,320428000000,None,None,None,None,78400000000,78400000000,None,None,None,None,-12364000000,None,None,None,210582000000,2010Q2
59,JPY,507194000000,None,None,None,None,367911000000,401525000000,None,600000000,None,None,-75413000000,None,None,None,None,78400000000,78400000000,None,None,None,None,-10251000000,None,None,None,141601000000,2010Q1
60,JPY,483340000000,None,None,None,None,360185000000,343133000000,None,None,None,None,414151000000,None,None,None,None,62720000000,62720000000,None,None,None,None,None,None,None,None,167588000000,2009Q4
61,JPY,1009042000000,None,None,None,None,351761000000,304381000000,None,None,None,None,-520625000000,None,None,None,None,1226000000,1226000000,None,None,None,None,None,None,None,None,22188000000,2009Q3
62,JPY,558954000000,None,None,None,None,334712000000,388562000000,None,None,None,None,-96095000000,None,None,None,None,109756000000,109756000000,None,None,None,None,None,None,None,None,-87165000000,2009Q2
63,JPY,350860628000,None,None,None,None,386924393880,1830003724560,None,1958000000,None,None,74249613660,None,None,None,None,470454800,470454800,None,None,None,None,-118416720,None,None,None,-765396878510,2009Q1
64,JPY,-422752930080,None,None,None,None,349317973560,460182793800,None,None,None,None,421454794380,None,None,None,None,197812372920,197812372920,None,None,None,None,952419840,None,None,None,-176467539690,2008Q4
65,JPY,614961269550,None,None,None,None,404955666630,694481077370,None,None,None,None,-110266129750,None,None,None,None,5302052820,5302052820,None,None,None,None,None,None,None,None,150955452270,2008Q3
66,JPY,933836032530,None,None,None,None,353971965930,675339853390,None,None,None,None,313402721710,None,None,None,None,236406119460,236406119460,None,None,None,None,None,None,None,None,353971965930,2008Q2
67,JPY,29760000000,None,None,None,None,None,27548000000,None,None,None,None,7048000000,None,None,None,None,4300000000,4300000000,None,None,None,None,None,None,None,None,4603900000,2008Q1
68,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4345092000,2007Q4
69,JPY,14581630000,None,None,None,None,None,12382525000,None,None,None,None,5176603000,None,None,None,None,1947082000,1947082000,None,None,None,None,None,None,None,None,4213371000,2007Q3
70,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3983637000,2007Q2
71,JPY,27431000000,None,None,None,None,None,24022000000,None,None,None,None,7469000000,None,None,None,None,2873000000,2873000000,None,None,None,None,None,None,None,None,3754158000,2007Q1
72,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3585708000,2006Q4
73,JPY,13314628000,None,None,None,None,None,12486236000,None,None,None,None,3990762000,None,None,None,None,1511111000,1511111000,None,None,None,None,None,None,None,None,3342841000,2006Q3
74,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3244293000,2006Q2
75,JPY,21414000000,None,None,None,None,None,23591000000,None,None,None,None,7465000000,None,None,None,None,2082000000,2082000000,None,None,None,None,None,None,None,None,3272374000,2006Q1
76,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3372701000,2005Q4
77,JPY,11823268000,None,None,None,None,None,11839191000,None,None,None,None,4324866000,None,None,None,None,1153888000,1153888000,None,None,None,None,None,None,None,None,2629478000,2005Q3
78,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2406447000,2005Q2
79,JPY,22078000000,None,None,None,None,None,17909000000,None,None,None,None,3905000000,None,None,None,None,1539000000,1539000000,None,None,None,None,None,None,None,None,2331124000,2005Q1
80,JPY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3276076000,2004Q4
